respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
60,Eco-conscious premium adopters,18-24,Male,Tier 2,North,Salaried,50k-100k,Monthly,Instagram/social commerce,Quality/Durability,4,Heard of them but never purchased,"Yes, a little",4,No strong preference,5,3,Designer boutique,Unlikely to buy,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Limited edition packaging,4,100,Definitely would buy,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
61,Skeptical traditional buyers,55+,Male,Tier 1,North,Business Owner,Below 25k,Rarely,E-commerce marketplace,Exclusivity,2,No,Heard the term only,1,Genuine leather,2,2,Marketplace,Gifting,Matte natural,Handcrafted and artisanal,Supports Northeast farmers,2501-5000,5001-10000,Up to 5%,Customization offer,2,59,Definitely would not buy,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
62,Value-seeking curious buyers,18-24,Female,Metro,North,Student,Below 25k,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,2,"Yes, occasionally","Yes, know it well",4,Fabric/Canvas,4,2,Social media page,Office/professional use,Classic leather-like,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,0%,Customization offer,4,93,Definitely would buy,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
63,Value-seeking curious buyers,18-24,Female,Metro,South,Business Owner,Below 25k,Monthly,Instagram/social commerce,Quality/Durability,3,Heard of them but never purchased,"Yes, know it well",4,Genuine leather,3,2,Marketplace,Daily personal use,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Free shipping,5,100,Definitely would buy,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
64,Skeptical traditional buyers,45-54,Male,Rural,South,Business Owner,50k-100k,Rarely,E-commerce marketplace,Brand Image,3,Heard of them but never purchased,Heard the term only,2,Genuine leather,2,1,Online store,Unlikely to buy,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Free shipping,1,90,Definitely would not buy,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
65,Value-seeking curious buyers,35-44,Female,Tier 1,South,Business Owner,Below 25k,Rarely,Shopping mall/store,Price/Value,3,Heard of them but never purchased,"Yes, know it well",5,Recycled material,4,3,Premium offline store,Fashion/styling,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,First-time buyer discount,3,100,Definitely would buy,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
66,Value-seeking curious buyers,35-44,Female,Metro,West,Student,Below 25k,Rarely,Exhibitions/pop-ups,Quality/Durability,4,"Yes, occasionally","Yes, a little",4,Genuine leather,4,3,Online store,Unlikely to buy,Classic leather-like,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Loyalty discount,3,100,Definitely would buy,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
67,Value-seeking curious buyers,18-24,Male,Metro,Central,Creative Professional,25k-50k,Once in 2-3 months,E-commerce marketplace,Price/Value,4,No,Heard the term only,1,Vegan leather,4,4,Social media page,Office/professional use,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,Design-first urban buyers,35-44,Male,Tier 1,North,Homemaker,50k-100k,Monthly,Instagram/social commerce,Design/Aesthetics,4,Heard of them but never purchased,Heard the term only,4,Vegan leather,4,3,Designer boutique,Special occasions,Glossy luxury,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,11%-20%,Combo/bundle offer,5,100,Definitely would buy,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1
69,Eco-conscious premium adopters,25-34,Male,Metro,West,Student,50k-100k,Once in 2-3 months,Boutique/designer store,Design/Aesthetics,5,No,Heard the term only,3,Natural handcrafted material,5,4,Marketplace,Fashion/styling,Textured artisan,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,5,100,Definitely would buy,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
70,Value-seeking curious buyers,35-44,Female,Tier 2,North,Creative Professional,No income,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,4,"Yes, occasionally",Heard the term only,2,Recycled material,5,4,Social media page,Office/professional use,Textured artisan,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,First-time buyer discount,5,100,Definitely would buy,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
71,Eco-conscious premium adopters,25-34,Male,Metro,West,Salaried,No income,Very often,Shopping mall/store,Design/Aesthetics,4,"Yes, occasionally",Heard the term only,3,Natural handcrafted material,4,3,Marketplace,Fashion/styling,Classic leather-like,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Limited edition packaging,3,100,Definitely would buy,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72,Design-first urban buyers,25-34,Prefer not to say,Tier 1,Central,Creative Professional,100k-200k,Once in 2-3 months,Boutique/designer store,Quality/Durability,3,No,"Yes, a little",3,Recycled material,5,4,Marketplace,Special occasions,Classic leather-like,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
73,Conscious gifting buyers,25-34,Male,Metro,North,Homemaker,100k-200k,Almost never,Boutique/designer store,Brand Image,4,"Yes, occasionally","Yes, a little",3,Genuine leather,4,2,Social media page,Gifting,Minimal modern,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
74,Design-first urban buyers,35-44,Female,Metro,Northeast,Creative Professional,Below 25k,Monthly,Boutique/designer store,Quality/Durability,4,No,"Yes, a little",3,Vegan leather,4,2,Premium offline store,Gifting,Textured artisan,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Definitely would buy,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
75,Eco-conscious premium adopters,25-34,Male,Metro,East,Student,50k-100k,Very often,Brand website,Exclusivity,3,No,"Yes, know it well",3,Natural handcrafted material,5,3,Pop-up exhibition,Unlikely to buy,Glossy luxury,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Loyalty discount,5,100,Definitely would buy,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
76,Design-first urban buyers,25-34,Female,Tier 1,South,Student,50k-100k,Monthly,E-commerce marketplace,Quality/Durability,4,Heard of them but never purchased,Heard the term only,2,No strong preference,3,2,Premium offline store,Fashion/styling,Matte natural,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Not sure,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0
77,Design-first urban buyers,35-44,Female,Metro,East,Salaried,Above 200k,Rarely,Boutique/designer store,Quality/Durability,3,Heard of them but never purchased,Heard the term only,2,Fabric/Canvas,4,5,Online store,Daily personal use,Matte natural,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Limited edition packaging,5,100,Definitely would buy,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
78,Skeptical traditional buyers,55+,Female,Tier 2,East,Business Owner,Below 25k,Rarely,E-commerce marketplace,Price/Value,2,No,"No, never heard of it",3,No strong preference,2,3,Marketplace,Unlikely to buy,Textured artisan,Minimal and modern,Modern premium Indian roots,5001-10000,10001-20000,Above 20%,First-time buyer discount,1,78,Probably would not buy,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
79,Value-seeking curious buyers,25-34,Male,Tier 3,Central,Creative Professional,50k-100k,Once in 2-3 months,E-commerce marketplace,Sustainability,2,"Yes, occasionally","Yes, know it well",4,Vegan leather,4,2,Marketplace,Office/professional use,Glossy luxury,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
80,Skeptical traditional buyers,55+,Female,Tier 2,North,Student,25k-50k,Once in 2-3 months,Boutique/designer store,Exclusivity,2,No,"Yes, a little",2,Genuine leather,2,2,Online store,Unlikely to buy,Glossy luxury,Handcrafted and artisanal,Supports Northeast farmers,5001-10000,10001-20000,Up to 5%,Customization offer,1,79,Not sure,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
81,Skeptical traditional buyers,45-54,Male,Tier 1,South,Salaried,25k-50k,Once in 2-3 months,Shopping mall/store,Price/Value,1,No,"Yes, a little",5,Vegan leather,1,2,Pop-up exhibition,Office/professional use,Matte natural,Youthful and trendy,Modern premium Indian roots,5001-10000,10001-20000,6%-10%,Free shipping,2,69,Definitely would not buy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
82,Design-first urban buyers,25-34,Male,Tier 1,South,Business Owner,100k-200k,Once in 2-3 months,Brand website,Exclusivity,3,"Yes, frequently","Yes, know it well",4,Genuine leather,5,3,Designer boutique,Daily personal use,Glossy luxury,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Customization offer,5,100,Definitely would buy,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
83,Skeptical traditional buyers,45-54,Non-binary,Tier 3,Central,Salaried,50k-100k,Monthly,E-commerce marketplace,Design/Aesthetics,3,Heard of them but never purchased,"Yes, a little",3,No strong preference,2,1,Marketplace,Gifting,Matte natural,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,0%,First-time buyer discount,2,100,Probably would not buy,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
84,Eco-conscious premium adopters,18-24,Male,Tier 1,North,Student,25k-50k,Very often,Instagram/social commerce,Quality/Durability,5,"Yes, frequently","Yes, know it well",4,Natural handcrafted material,5,4,Online store,Gifting,Classic leather-like,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Free shipping,5,100,Definitely would buy,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
85,Eco-conscious premium adopters,18-24,Male,Tier 2,South,Business Owner,Above 200k,Once in 2-3 months,Shopping mall/store,Sustainability,3,"Yes, occasionally","Yes, know it well",5,Vegan leather,5,5,Designer boutique,Office/professional use,Matte natural,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
86,Eco-conscious premium adopters,25-34,Female,Metro,West,Salaried,25k-50k,Once in 2-3 months,Exhibitions/pop-ups,Quality/Durability,4,"Yes, frequently","Yes, know it well",4,Fabric/Canvas,5,1,Pop-up exhibition,Fashion/styling,Classic leather-like,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
87,Skeptical traditional buyers,25-34,Male,Rural,East,Business Owner,50k-100k,Very often,Shopping mall/store,Price/Value,3,No,"No, never heard of it",1,No strong preference,2,2,Designer boutique,Unlikely to buy,Glossy luxury,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,First-time buyer discount,1,100,Definitely would buy,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,Value-seeking curious buyers,35-44,Female,Tier 3,Central,Student,25k-50k,Monthly,E-commerce marketplace,Price/Value,3,No,Heard the term only,1,Fabric/Canvas,3,3,Pop-up exhibition,Fashion/styling,Textured artisan,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Combo/bundle offer,2,100,Definitely would buy,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
89,Eco-conscious premium adopters,25-34,Male,Tier 1,North,Salaried,50k-100k,Monthly,Exhibitions/pop-ups,Exclusivity,5,Heard of them but never purchased,"Yes, know it well",5,Vegan leather,4,4,Online store,Office/professional use,Matte natural,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
90,Value-seeking curious buyers,18-24,Female,Tier 1,North,Student,100k-200k,Very often,Shopping mall/store,Exclusivity,3,Heard of them but never purchased,Heard the term only,1,Fabric/Canvas,5,2,Marketplace,Fashion/styling,Glossy luxury,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Free shipping,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
91,Eco-conscious premium adopters,25-34,Male,Tier 1,Central,Homemaker,100k-200k,Once in 2-3 months,Exhibitions/pop-ups,Sustainability,4,"Yes, occasionally","Yes, a little",3,No strong preference,5,3,Pop-up exhibition,Fashion/styling,Matte natural,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,6%-10%,Free shipping,5,100,Definitely would buy,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
92,Skeptical traditional buyers,55+,Male,Rural,Central,Freelancer,50k-100k,Once in 2-3 months,Exhibitions/pop-ups,Price/Value,2,No,Heard the term only,2,Natural handcrafted material,3,2,Premium offline store,Unlikely to buy,Textured artisan,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Loyalty discount,5,94,Probably would not buy,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
93,Value-seeking curious buyers,18-24,Female,Tier 1,South,Creative Professional,100k-200k,Once in 2-3 months,E-commerce marketplace,Price/Value,3,"Yes, occasionally","Yes, a little",3,Vegan leather,3,3,Marketplace,Fashion/styling,Matte natural,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,0%,Combo/bundle offer,3,100,Definitely would buy,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
94,Design-first urban buyers,25-34,Male,Tier 1,Central,Freelancer,50k-100k,Monthly,Shopping mall/store,Design/Aesthetics,4,"Yes, occasionally",Heard the term only,3,Vegan leather,4,3,Marketplace,Fashion/styling,Textured artisan,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,0%,Combo/bundle offer,5,100,Definitely would buy,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95,Design-first urban buyers,18-24,Female,Metro,West,Freelancer,Below 25k,Rarely,Instagram/social commerce,Design/Aesthetics,5,"Yes, occasionally",Heard the term only,4,Natural handcrafted material,4,3,Pop-up exhibition,Gifting,Matte natural,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Free shipping,3,100,Definitely would buy,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
96,Value-seeking curious buyers,18-24,Prefer not to say,Tier 3,West,Salaried,25k-50k,Once in 2-3 months,Instagram/social commerce,Exclusivity,4,No,"Yes, a little",3,Genuine leather,4,3,Premium offline store,Office/professional use,Matte natural,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,First-time buyer discount,5,100,Definitely would buy,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0
97,Design-first urban buyers,25-34,Female,Metro,Central,Business Owner,25k-50k,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,2,No,"Yes, know it well",4,No strong preference,3,3,Designer boutique,Fashion/styling,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
98,Eco-conscious premium adopters,35-44,Female,Metro,West,Salaried,50k-100k,Monthly,Instagram/social commerce,Quality/Durability,4,Heard of them but never purchased,"Yes, know it well",4,Recycled material,4,3,Online store,Unlikely to buy,Matte natural,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,11%-20%,Limited edition packaging,4,100,Definitely would buy,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
99,Eco-conscious premium adopters,35-44,Male,Tier 1,East,Student,Above 200k,Once in 2-3 months,E-commerce marketplace,Price/Value,4,No,"Yes, know it well",5,Genuine leather,5,3,Premium offline store,Fashion/styling,Classic leather-like,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
100,Conscious gifting buyers,25-34,Female,Tier 2,West,Salaried,No income,Monthly,E-commerce marketplace,Quality/Durability,4,Heard of them but never purchased,"Yes, a little",4,Vegan leather,4,2,Social media page,Gifting,Textured artisan,Handcrafted and artisanal,Modern premium Indian roots,5001-10000,10001-20000,Up to 5%,Customization offer,4,78,Definitely would buy,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
101,Conscious gifting buyers,25-34,Male,Metro,East,Student,25k-50k,Monthly,Exhibitions/pop-ups,Exclusivity,4,Heard of them but never purchased,"Yes, know it well",5,No strong preference,4,4,Online store,Gifting,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Definitely would buy,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
102,Skeptical traditional buyers,45-54,Female,Tier 1,South,Homemaker,Below 25k,Very often,E-commerce marketplace,Quality/Durability,2,"Yes, occasionally","No, never heard of it",1,No strong preference,1,2,Marketplace,Unlikely to buy,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,1,84,Definitely would not buy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
103,Design-first urban buyers,18-24,Female,Metro,North,Salaried,Above 200k,Monthly,Instagram/social commerce,Quality/Durability,3,"Yes, frequently","Yes, know it well",4,Vegan leather,4,3,Designer boutique,Unlikely to buy,Matte natural,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,5,100,Definitely would buy,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
104,Conscious gifting buyers,25-34,Female,Tier 2,North,Creative Professional,50k-100k,Once in 2-3 months,E-commerce marketplace,Exclusivity,4,"Yes, frequently",Heard the term only,2,Natural handcrafted material,5,2,Social media page,Special occasions,Minimal modern,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Free shipping,4,100,Definitely would buy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0
105,Skeptical traditional buyers,45-54,Male,Rural,Northeast,Business Owner,Below 25k,Very often,Shopping mall/store,Exclusivity,2,No,Heard the term only,3,Fabric/Canvas,1,2,Social media page,Fashion/styling,Textured artisan,Minimal and modern,Agri-waste innovation,5001-10000,10001-20000,6%-10%,Free shipping,2,74,Definitely would not buy,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
106,Skeptical traditional buyers,35-44,Female,Tier 1,North,Freelancer,25k-50k,Rarely,Shopping mall/store,Design/Aesthetics,3,"Yes, occasionally","No, never heard of it",2,Genuine leather,2,3,Marketplace,Office/professional use,Textured artisan,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,2,92,Definitely would not buy,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
